location,hour,day_of_week,month,base_fare
11,22,6,1,62
6,23,1,1,146
5,23,3,3,57
13,18,6,2,59
4,8,4,3,140
4,13,0,2,143
2,8,2,3,92
9,3,5,1,71
0,12,1,1,56
9,21,3,2,131
11,21,5,3,117
11,2,3,3,125
9,4,5,3,63
4,1,1,3,72
4,16,5,1,66
5,11,1,1,63
7,21,3,3,73
1,10,0,2,58
13,7,3,1,79
8,23,2,2,100
5,0,4,3,62
7,18,3,2,111
9,10,2,3,76
6,21,1,1,76
7,7,2,1,85
5,4,3,1,61
12,14,1,2,103
7,9,0,3,119
8,22,6,3,117
13,2,2,3,126
13,23,4,2,136
15,17,1,3,87
12,11,5,3,108
10,9,3,1,84
0,9,6,3,65
10,23,2,3,63
0,15,2,3,88
6,2,1,3,141
5,22,0,1,85
13,10,3,2,59
0,19,0,3,82
9,11,6,1,136
14,20,0,1,133
0,20,3,2,134
7,8,0,1,75
10,2,4,2,122
8,13,6,3,53
0,1,1,1,100
4,0,2,1,108
7,8,3,3,112
6,6,6,1,120
0,18,4,3,129
9,0,3,2,143
5,6,2,3,72
12,18,6,2,53
13,12,1,1,108
10,13,3,2,137
0,12,5,2,78
11,7,5,2,61
1,22,0,3,110
0,9,1,1,93
14,4,6,3,107
12,20,4,1,137
15,10,1,1,64
6,21,3,3,64
10,6,0,3,114
2,1,5,1,106
10,3,0,3,83
14,2,4,2,59
6,15,0,3,129
7,4,0,3,76
6,22,5,1,113
4,2,3,1,91
14,22,3,2,60
4,1,1,2,147
13,23,0,2,78
5,15,1,2,66
13,14,5,1,82
3,4,2,2,103
8,8,4,3,92
15,9,0,3,89
0,9,4,1,73
8,19,3,2,116
3,5,4,2,56
5,1,6,2,92
7,19,4,2,103
15,9,6,3,52
9,9,5,2,149
10,20,2,3,128
10,9,0,1,132
13,22,2,3,143
10,15,0,1,91
9,10,5,1,103
5,12,2,2,117
12,19,5,3,104
9,6,3,1,150
1,3,3,3,51
11,16,0,1,83
12,11,6,2,67
13,6,0,1,82
14,13,3,2,97
6,8,5,1,107
3,2,3,3,118
9,12,2,1,105
9,12,3,3,55
0,22,1,1,150
15,8,3,2,139
2,12,5,3,103
12,19,6,3,113
5,17,1,1,108
14,13,2,2,117
7,11,4,1,62
11,22,0,2,61
6,22,4,2,129
3,11,2,3,104
8,21,4,2,96
2,14,0,3,111
6,19,1,3,96
2,0,6,3,150
5,4,1,1,141
5,2,2,2,132
9,19,3,3,128
6,5,1,3,111
7,1,2,2,103
2,6,3,1,79
3,18,5,2,114
1,14,0,3,147
2,13,5,3,108
8,21,2,1,139
6,23,4,2,119
12,6,5,3,106
2,4,4,2,116
13,21,4,3,58
9,20,2,1,121
9,7,0,3,101
9,7,3,1,109
9,20,1,1,79
1,7,3,2,135
1,0,3,3,106
1,6,3,1,109
1,4,1,3,91
1,20,6,3,85
1,20,3,3,103
10,13,0,1,107
14,10,3,2,127
6,6,5,1,105
13,23,0,1,124
9,18,0,1,125
9,13,3,3,112
2,4,0,3,58
7,12,3,3,75
15,16,5,3,94
6,23,4,3,101
6,3,0,1,134
15,23,6,1,130
8,16,5,3,66
7,11,6,1,79
9,22,0,3,145
15,23,3,3,115
1,8,0,2,91
14,14,4,2,138
13,3,0,2,119
8,13,1,1,70
8,15,2,3,50
0,0,3,3,150
2,17,0,2,123
3,6,3,3,63
11,7,5,3,123
2,5,6,3,58
14,10,4,2,72
9,10,3,3,98
1,8,2,2,86
9,7,2,2,141
6,7,0,3,99
8,6,5,1,110
4,19,4,2,113
4,14,2,1,94
5,20,3,1,113
8,20,2,2,123
2,3,6,1,149
4,22,6,1,85
9,6,6,2,149
9,21,2,3,50
11,4,2,2,63
15,8,3,3,81
3,2,2,3,58
0,23,0,1,113
13,19,3,1,111
1,20,6,3,95
12,21,4,2,85
2,16,3,2,71
8,22,4,3,50
6,14,0,1,50
5,19,5,1,75
0,14,1,2,55
13,6,1,3,67
9,10,0,3,103
6,17,3,2,112
15,17,5,1,91
4,14,1,1,150
7,20,1,2,141
4,7,2,2,84
7,3,2,2,138
10,18,6,1,57
2,13,6,2,57
3,13,5,2,50
9,13,3,1,71
1,15,4,2,83
0,11,5,1,94
1,11,0,2,50
15,3,5,3,54
3,12,0,2,95
5,0,0,1,130
7,23,0,2,78
11,22,2,1,114
5,9,0,3,148
7,13,6,3,91
9,16,6,3,104
5,10,4,3,74
12,13,0,3,66
6,16,3,3,105
3,1,4,1,75
5,11,5,3,147
2,9,3,2,64
8,6,1,2,69
8,23,2,3,109
0,23,0,3,92
4,8,5,1,97
2,11,5,2,84
15,8,6,1,94
8,14,4,2,115
15,23,2,1,111
3,15,4,1,94
6,12,4,2,91
3,4,4,1,85
3,1,0,1,131
13,15,6,1,114
13,3,2,2,112
11,6,3,3,50
7,21,3,1,130
3,0,0,1,148
12,7,1,2,70
15,9,1,2,87
5,19,1,3,70
13,3,3,3,115
3,13,4,2,113
14,21,0,3,124
10,10,1,2,106
10,23,3,1,139
15,9,6,2,54
6,6,6,2,86
9,4,0,1,87
7,3,1,3,89
5,20,1,2,67
9,1,2,2,62
13,15,4,1,54
5,23,5,1,106
2,1,4,1,57
4,14,1,2,111
3,23,3,3,127
4,4,0,3,146
3,23,0,3,79
2,9,0,1,54
8,13,2,1,109
8,7,4,2,111
13,20,6,2,149
0,15,2,3,98
12,10,1,2,76
10,15,2,2,129
7,10,2,3,130
0,9,4,2,84
10,11,1,1,124
2,7,0,3,99
2,1,4,1,149
8,16,0,1,59
12,19,6,3,73
4,0,2,3,61
3,1,1,2,142
1,12,4,2,126
2,13,5,1,99
8,17,0,1,88
3,23,2,3,70
15,2,3,1,89
12,8,4,1,62
7,21,5,3,103
2,9,4,1,91
7,22,6,2,109
12,8,4,3,68
2,15,3,1,136
10,7,5,2,81
6,5,3,3,73
8,22,5,1,130
4,9,6,3,55
15,5,2,3,69
0,19,0,3,103
7,1,5,1,71
1,15,2,1,135
4,22,5,1,121
12,21,4,1,149
1,12,5,3,107
3,14,5,2,111
15,17,5,1,76
14,8,1,1,125
7,15,4,2,91
0,15,5,3,110
11,18,1,2,55
3,7,4,2,71
14,11,5,2,74
5,2,4,1,140
3,7,1,1,98
3,7,2,3,120
5,14,1,3,57
11,9,3,2,110
6,8,3,3,82
3,3,0,1,84
3,0,6,3,51
5,18,5,2,69
12,22,5,2,54
12,21,5,2,113
0,1,3,3,123
3,23,4,3,83
1,16,5,1,132
7,11,5,1,131
13,17,1,3,65
8,9,4,3,99
5,13,4,1,142
2,3,2,1,131
13,17,2,2,101
7,18,4,1,116
14,3,4,1,124
8,8,3,3,92
12,15,5,2,149
6,12,2,3,99
12,15,4,1,86
12,6,2,3,103
12,8,3,1,86
8,3,1,3,111
11,13,1,1,118
5,21,2,2,88
8,17,3,3,139
3,21,2,3,79
14,19,0,2,72
11,0,6,2,84
9,23,1,3,64
12,14,3,2,97
3,23,2,2,110
10,6,1,2,85
1,16,3,2,120
9,1,0,1,76
6,0,4,3,117
15,14,3,2,93
13,17,4,3,87
12,1,4,2,122
2,12,2,1,84
9,11,3,3,70
15,23,6,2,95
13,18,4,3,110
11,21,2,2,81
2,17,0,1,130
13,10,5,1,51
7,9,6,3,144
5,15,6,2,62
3,12,5,2,84
3,21,3,3,56
2,3,6,1,125
8,15,2,1,139
3,8,3,3,63
9,3,5,1,93
3,13,6,2,106
5,14,6,3,63
10,10,4,1,118
9,1,1,2,113
4,0,0,1,51
9,21,3,3,137
4,10,2,1,138
3,13,6,2,129
0,17,0,2,109
15,8,0,2,115
11,6,6,3,129
0,15,1,1,109
4,8,4,2,98
12,21,5,2,101
9,20,0,1,72
0,18,5,3,55
11,23,1,1,77
11,17,6,2,130
14,20,0,3,58
13,2,1,3,90
14,6,2,2,142
11,13,6,2,57
1,12,2,2,120
13,21,5,2,77
9,18,6,2,113
2,1,1,1,70
15,4,2,3,116
13,18,2,3,96
1,8,5,3,141
4,6,0,3,93
9,20,1,1,110
4,4,6,3,118
15,17,5,3,95
5,0,0,2,108
9,17,2,3,110
1,9,1,3,109
6,23,4,3,106
0,15,4,3,94
11,15,6,2,135
14,13,3,1,147
12,20,3,2,119
14,12,3,2,134
2,17,4,2,135
4,23,5,1,98
11,18,1,3,141
7,12,1,2,145
11,21,5,3,128
0,4,6,2,72
5,1,4,2,133
7,22,0,1,70
13,7,2,3,124
9,7,4,3,126
2,17,0,3,142
14,16,3,2,134
11,21,5,3,87
13,22,0,3,150
13,10,0,3,118
10,11,2,3,92
5,15,0,3,67
10,0,1,1,141
14,11,3,2,122
15,21,1,1,56
5,19,0,2,124
13,21,4,2,131
8,10,1,1,62
6,5,4,1,68
1,18,0,3,73
13,9,5,2,52
2,14,2,3,75
9,13,4,3,93
11,20,2,3,141
14,3,2,3,62
7,12,5,2,103
13,21,2,1,59
10,18,6,2,56
7,6,3,1,118
1,8,4,3,132
14,18,1,1,86
6,14,0,2,93
8,17,0,2,144
6,19,6,2,88
4,0,6,1,72
13,18,5,1,59
9,6,0,3,60
0,6,1,3,88
2,13,1,2,55
2,7,3,2,149
3,19,4,2,122
11,12,4,1,63
12,3,3,1,104
5,10,0,1,62
3,21,2,1,87
6,0,4,2,58
5,6,2,3,100
8,22,1,1,122
11,17,6,2,114
11,21,0,1,82
0,1,3,3,114
4,0,3,1,63
3,12,5,1,136
14,12,0,2,131
10,15,0,1,79
5,0,6,3,82
9,10,5,2,129
6,1,2,1,150
7,19,2,2,106
12,4,1,2,77
1,13,1,3,112
6,10,0,1,73
8,1,2,1,145
12,1,0,2,105
14,5,3,3,129
9,23,1,2,107
11,7,4,3,97
6,15,4,1,106
1,21,2,2,150
3,22,0,2,143
13,22,1,3,97
4,10,4,2,129
4,16,0,2,148
13,21,0,2,76
10,22,4,1,104
1,7,5,2,85
2,20,6,1,145
6,2,4,3,79
7,8,6,2,60
6,11,6,1,138
0,22,1,1,90
3,18,3,3,89
14,2,2,3,50
7,1,1,1,112
11,0,3,1,50
8,5,1,2,86
15,6,1,1,133
11,8,5,3,64
15,11,4,2,103
0,14,2,1,52
0,22,1,1,127
12,12,0,3,57
11,13,0,1,102
14,0,2,3,121
6,7,3,3,89
6,17,0,2,79
5,11,4,2,142
0,4,6,3,62
1,23,1,3,84
8,7,5,1,105
11,17,0,1,89
11,7,1,1,131
5,16,4,1,86
14,0,3,1,79
3,0,0,2,78
9,6,0,1,60
14,5,3,1,138
8,23,2,1,127
13,7,2,3,80
1,0,4,3,74
8,9,6,3,107
10,15,2,1,95
14,6,3,1,142
1,22,3,1,110
5,11,3,3,130
12,17,0,3,150
6,14,3,3,86
3,0,3,3,94
10,13,6,2,73
4,20,6,3,144
14,3,0,1,82
3,4,6,3,119
14,1,1,2,68
9,2,3,3,64
13,3,2,2,81
11,13,2,3,68
1,18,1,1,120
5,9,4,3,146
2,18,1,2,149
14,19,4,3,103
1,7,4,1,111
14,10,2,2,137
12,8,5,2,65
2,11,6,3,129
2,10,0,1,73
4,16,0,1,109
8,4,0,1,86
9,5,0,2,73
6,4,5,2,142
1,11,4,2,54
14,7,4,1,122
2,15,0,2,72
1,16,1,1,135
15,10,0,3,141
10,8,3,2,136
8,20,0,3,67
2,10,4,2,129
7,19,3,3,52
4,21,6,2,147
11,23,0,3,81
14,11,5,1,115
7,4,2,1,88
14,10,0,1,60
4,5,3,3,87
15,7,6,2,95
5,12,2,1,141
6,2,2,3,86
1,19,2,2,63
11,19,2,3,78
1,23,1,2,110
2,18,2,1,82
3,3,0,2,114
2,21,6,2,109
13,17,6,2,110
14,6,6,2,105
12,3,1,3,60
13,4,0,3,90
15,16,1,2,138
3,12,1,1,67
14,10,3,2,142
10,16,6,3,80
15,18,4,2,61
6,22,0,3,54
14,14,0,1,57
10,8,3,3,109
5,12,1,1,116
6,9,5,3,62
3,21,5,1,140
4,2,0,1,80
12,8,6,1,122
13,0,0,2,107
11,16,2,2,78
5,5,3,1,97
11,2,5,2,109
13,9,2,3,73
1,8,5,2,51
11,12,5,1,148
5,9,3,3,107
2,9,0,2,69
6,7,1,3,131
0,6,4,2,91
12,17,6,3,55
15,16,0,3,136
13,18,0,2,62
14,16,0,1,122
11,9,3,3,78
8,12,3,1,133
1,5,5,2,118
6,20,5,1,106
6,4,0,2,89
1,17,3,2,138
12,16,2,2,50
3,22,6,2,96
1,1,2,3,62
6,3,2,2,130
6,15,3,2,124
13,17,3,3,124
15,2,0,1,88
15,19,1,1,139
14,3,3,1,121
7,20,1,1,80
15,5,1,1,128
6,1,6,2,121
5,5,1,1,144
15,11,3,1,63
4,14,5,1,145
10,12,5,2,81
3,9,2,2,143
13,11,6,3,61
4,21,5,2,82
10,14,1,2,101
9,7,6,1,125
9,17,3,1,122
6,6,2,3,134
5,23,4,1,102
14,18,5,3,67
13,12,5,1,105
9,13,0,2,142
7,3,4,3,122
13,3,5,2,124
4,9,5,3,101
8,1,0,1,118
9,17,1,3,52
8,2,2,3,114
5,11,0,1,66
12,23,1,2,130
2,5,2,2,88
13,6,2,3,109
12,7,5,2,93
5,19,1,2,148
14,1,3,2,69
10,7,4,2,76
11,2,2,3,117
2,5,2,1,117
12,22,4,3,145
5,11,2,2,141
8,18,2,2,96
1,10,4,2,122
15,10,2,1,119
3,19,0,1,137
11,5,3,3,86
8,19,0,3,96
7,10,1,1,140
2,3,0,2,54
7,20,3,2,130
11,23,5,3,61
7,8,3,3,92
2,15,6,2,138
1,5,2,3,123
8,18,4,3,144
11,3,3,1,148
8,23,0,2,93
1,23,3,3,75
11,1,0,2,63
3,5,3,3,54
15,12,5,3,64
7,11,1,3,139
6,2,0,3,141
1,3,5,3,137
15,10,1,3,67
2,15,2,3,75
13,7,0,1,87
8,4,1,1,121
1,1,3,3,87
8,14,1,2,83
6,0,1,1,106
11,16,6,1,140
15,21,6,1,68
1,8,0,2,113
13,0,3,3,68
4,13,1,1,107
15,16,5,1,140
1,16,3,1,116
5,7,3,2,145
9,8,1,3,132
11,11,6,1,109
2,23,2,3,137
5,0,3,3,73
10,17,6,2,66
3,9,6,1,74
8,4,6,3,57
14,16,3,2,56
11,0,4,3,76
3,9,0,1,50
14,2,5,3,51
15,3,4,1,86
6,19,1,2,120
8,12,2,3,50
3,2,2,3,114
10,10,4,3,91
10,18,1,1,130
14,17,1,2,138
9,16,5,1,68
7,2,2,2,117
9,17,3,2,100
0,0,0,3,119
14,10,0,1,73
0,4,5,1,108
4,16,5,3,105
11,21,1,2,119
1,15,6,3,126
5,8,6,3,109
1,0,6,1,50
9,20,1,3,69
8,1,5,3,98
9,22,2,2,54
11,12,3,1,68
3,21,6,2,113
15,15,6,2,150
3,6,6,1,72
14,10,1,3,88
4,6,1,2,75
7,12,0,2,96
13,10,4,1,127
7,12,4,2,128
6,17,3,2,113
6,18,6,2,93
9,5,1,2,70
8,0,4,1,79
6,23,0,2,134
13,21,4,1,62
15,7,6,1,77
8,10,0,1,121
4,13,4,1,134
5,5,0,3,102
5,11,5,3,75
9,14,2,3,102
6,19,4,3,129
10,14,6,2,82
7,10,5,1,93
3,22,5,1,141
6,20,5,1,59
7,5,3,3,73
13,8,4,1,130
8,20,0,2,130
0,23,1,3,126
4,21,2,1,56
8,1,0,1,119
6,16,1,3,107
5,12,4,2,76
8,14,2,3,87
8,12,1,1,120
10,11,6,2,81
2,2,4,1,87
11,13,3,3,57
0,4,4,1,144
14,5,2,2,71
14,0,6,2,110
5,23,1,1,53
10,16,3,2,68
7,20,0,1,130
14,4,2,3,112
10,21,0,2,67
4,1,3,3,95
12,10,6,1,72
0,16,1,1,117
8,16,0,3,57
11,10,6,1,138
13,10,5,1,146
8,10,2,3,150
12,19,4,1,79
4,18,0,1,53
2,1,2,1,103
13,4,3,2,109
0,13,2,3,69
4,20,1,1,52
5,21,3,3,119
3,9,5,2,60
1,4,0,2,88
15,23,5,1,65
12,21,6,3,110
4,8,1,3,132
1,20,0,1,54
1,15,3,3,61
10,16,2,3,125
11,0,6,2,50
0,15,4,1,76
11,12,0,1,76
15,7,6,2,66
11,21,1,2,123
14,5,2,3,58
7,17,0,2,53
5,22,0,1,75
15,1,2,3,79
1,19,1,3,72
3,17,6,2,91
4,18,2,1,90
15,3,2,2,123
13,17,4,2,94
6,4,5,1,148
6,21,6,3,111
13,10,1,1,56
11,20,1,2,143
5,4,6,3,67
5,6,0,3,106
11,19,6,2,147
9,13,6,2,130
5,16,2,3,80
4,15,0,1,104
15,1,2,2,126
2,14,6,1,55
11,16,2,1,65
15,14,1,2,132
10,18,3,3,67
11,17,1,2,101
2,3,4,3,147
14,3,3,3,104
5,12,5,2,69
7,8,1,1,83
5,15,2,3,98
0,14,6,2,129
2,13,0,2,95
2,14,3,1,85
4,16,6,1,72
7,18,4,3,58
8,6,6,1,65
14,1,6,2,100
10,7,3,2,110
12,12,2,2,83
15,23,1,2,109
6,6,1,3,85
3,3,4,2,59
6,21,3,1,135
6,0,5,1,102
8,6,4,3,57
2,9,1,2,106
0,11,6,1,112
14,8,1,2,125
1,0,0,1,59
6,13,4,2,75
7,2,0,3,146
7,16,1,1,123
15,3,0,2,90
6,9,6,3,148
7,20,2,2,116
3,16,0,1,115
11,11,0,2,87
10,6,3,2,98
9,15,0,3,93
3,21,1,3,51
5,14,1,3,77
1,12,2,2,144
2,11,4,3,98
2,1,4,2,102
15,4,0,1,144
9,21,4,3,82
12,0,3,1,82
15,23,0,2,53
6,21,4,2,73
11,4,5,1,115
2,8,6,3,144
6,12,5,1,85
13,20,4,2,62
5,18,5,2,108
1,0,2,3,149
8,22,0,2,104
10,16,4,2,146
0,14,0,3,103
2,18,6,3,61
13,21,4,1,58
11,12,6,1,141
8,6,0,3,144
13,18,4,2,116
9,1,6,1,147
9,0,1,1,79
13,20,4,1,132
14,8,5,1,94
3,3,5,2,111
1,1,1,1,143
13,11,2,3,107
12,14,4,2,59
0,21,0,2,125
7,18,2,2,122
13,22,5,3,54
2,14,2,1,79
5,19,1,1,145
3,4,4,3,147
11,18,5,3,90
8,20,2,1,89
12,0,0,3,113
14,10,1,3,61
11,18,3,3,143
1,8,0,1,61
11,16,4,3,71
5,1,0,3,141
15,9,4,2,125
4,18,6,1,89
10,19,6,1,59
3,19,1,3,69
9,15,5,3,133
10,14,3,3,70
2,6,1,2,53
14,16,5,3,105
12,21,0,2,115
14,13,3,2,88
13,16,6,2,85
13,16,1,3,66
6,19,1,1,127
4,5,5,3,103
6,4,2,2,119
3,1,2,3,116
15,4,6,1,91
7,9,4,3,74
2,1,5,2,65
11,7,3,1,91
11,7,0,3,108
13,19,2,3,102
5,13,3,1,92
4,12,3,1,54
0,3,1,3,80
1,6,0,2,130
6,15,5,2,109
14,2,2,3,120
14,7,1,3,50
11,8,0,1,63
10,8,3,2,84
2,15,0,1,79
1,1,1,2,122
0,9,5,2,56
13,16,6,3,148
3,0,2,3,109
6,18,4,2,116
4,10,1,2,84
4,11,1,1,63
3,4,4,3,85
5,22,5,2,79
4,13,1,1,145
12,9,0,1,83
11,1,2,2,142
9,2,3,3,55
6,20,1,1,93
6,20,2,1,107
9,20,1,1,85
1,9,0,3,130
5,4,6,3,81
12,17,0,2,58
1,15,2,2,117
9,10,6,1,68
0,23,0,2,82
6,18,2,3,98
6,12,5,1,121
2,19,5,2,117
4,5,3,2,83
11,16,4,2,76
2,4,0,1,54
10,15,1,1,101
11,21,3,2,64
11,22,2,3,78
2,12,0,1,130
8,18,5,2,65
1,17,2,2,92
10,20,0,2,102
8,9,3,2,76
2,1,2,1,112
2,22,4,3,124
0,15,5,1,101
6,18,3,3,130
14,17,0,1,135
13,11,3,1,112
3,7,2,2,135
12,11,4,1,58
14,17,2,1,133
2,13,3,1,55
1,22,5,3,137
3,16,2,1,66
1,18,6,2,149
4,13,2,2,97
12,19,5,3,82
5,15,3,1,77
8,6,0,1,134
9,22,2,1,83
10,11,1,2,84
6,21,5,1,108
4,12,6,1,132
0,21,3,2,149
13,19,4,2,122
14,2,0,2,84
0,2,2,3,122
12,17,0,2,144
1,13,4,3,147
9,8,5,1,80
1,18,2,1,58
13,7,5,1,106
5,11,4,1,69
9,9,0,2,119
5,0,0,1,72
15,12,0,2,72
7,8,1,2,77
10,14,0,3,118
6,7,1,3,134
12,3,2,1,143
15,13,5,3,127
5,18,1,1,83
3,21,4,3,80
0,0,4,2,67
6,8,4,3,101
10,0,2,1,61
8,1,6,1,67
3,10,4,1,131
12,8,1,3,88
15,11,2,2,64
12,3,2,3,120
1,10,1,2,147
3,15,5,3,113
11,21,2,1,145
1,0,1,3,149
4,13,5,1,81
2,8,0,3,136
10,16,2,2,109
10,20,0,1,98
12,15,2,1,78
5,17,3,3,75
1,1,5,1,110
2,7,1,3,126
4,18,3,3,79
7,20,1,1,117
1,15,4,3,105
1,5,3,2,70
10,17,2,3,136
15,4,0,2,115
0,21,5,1,115
11,13,0,3,84
0,1,4,2,146
3,21,6,2,132
13,13,2,3,120
8,11,5,3,130
6,19,6,3,77
5,10,4,3,136
10,3,3,3,53
7,14,4,2,132
11,2,6,1,132
1,17,6,2,137
15,4,4,2,142
9,22,3,1,87
3,10,0,1,101
7,20,3,1,55
13,1,0,3,81
12,13,0,2,133
13,12,3,3,69
10,22,2,3,96
9,6,0,2,100
3,9,4,3,100
15,14,0,1,99
15,1,6,2,92
9,16,5,1,150
1,7,4,3,144
2,18,2,3,65
6,10,2,1,125
14,12,3,3,55
2,14,2,1,103
15,5,5,1,52
7,6,0,3,90
9,14,0,1,112
15,1,4,1,103
1,6,5,2,56
7,21,2,1,97
9,20,4,3,63
9,12,6,1,106
10,3,6,1,144
4,9,4,3,103
8,11,0,1,125
12,22,6,3,144
11,3,5,2,98
9,13,6,1,127
15,2,2,3,73
1,22,1,1,59
6,18,1,3,79
9,10,2,2,132
6,23,6,3,65
15,8,1,1,128
5,4,5,1,51
5,6,5,1,102
14,23,0,1,61
3,19,1,2,64
8,22,3,1,112
0,16,0,2,105
6,3,6,3,130
4,23,1,3,106
4,22,3,3,139
12,12,5,1,94
0,23,5,1,130
9,6,1,1,64
12,5,0,2,53
10,6,2,3,135
3,16,2,2,51
10,17,2,1,139
14,8,0,1,136
0,9,3,2,106
10,0,2,3,145
15,17,2,3,111
6,20,4,2,126
13,21,3,3,59
1,16,5,2,65
8,3,4,3,88
2,12,0,3,110
2,16,3,3,146
3,1,3,3,50
7,4,6,3,74
3,22,5,2,128
10,21,1,2,124
5,22,6,2,60
3,6,1,1,126
14,0,5,2,110
0,22,5,1,133
8,16,6,2,119
3,21,2,1,64
4,2,3,3,133
9,15,2,3,132
3,22,6,1,93
14,8,3,2,81
6,7,2,3,132
15,22,1,2,92
4,4,3,3,129
10,1,0,2,71
6,20,1,3,68
12,21,0,2,85
7,12,3,1,98
6,8,2,1,59
5,15,2,1,53
12,9,2,3,52
6,23,3,1,93
0,11,5,2,80
9,8,2,2,119
3,1,5,3,129
5,8,2,3,122
11,20,3,2,102
7,1,2,2,54
5,18,5,1,75
0,17,0,3,109
7,4,6,1,57
6,11,4,1,53
5,0,6,1,134
14,22,4,2,72
9,16,2,2,104
7,14,6,1,115
6,9,2,3,135
6,10,0,2,78
1,23,1,3,149
9,16,1,2,148
1,9,2,1,78
11,7,2,1,124
12,8,2,3,83
15,22,2,3,62
0,11,1,3,131
7,13,1,2,100
5,20,5,1,82
15,22,1,1,121
14,19,1,2,104
2,8,5,3,118
11,9,4,2,94
2,11,4,2,94
3,16,5,2,117
12,1,4,1,124
13,5,4,2,112
7,10,4,1,131
8,11,1,2,56
10,16,2,1,115
3,5,2,1,87
15,1,4,2,78
3,10,5,2,139
4,16,2,1,114
14,1,0,1,92
5,2,2,1,140
4,0,1,2,88
10,2,4,2,79
10,10,3,1,124
9,19,3,1,141
10,23,0,1,85
2,22,0,1,139
14,17,6,3,83
13,12,3,3,92
14,2,4,3,58
14,0,5,2,110
4,16,1,2,63
10,3,0,1,64
9,6,2,2,67
9,9,0,1,132
1,23,6,2,74
1,18,2,1,69
8,21,4,2,128
13,6,0,2,134
1,9,5,1,134
10,10,5,3,116
7,10,3,1,51
0,22,2,3,73
8,21,5,2,105
14,16,6,2,113
13,1,4,1,58
11,11,0,1,100
15,1,5,2,105
7,3,3,2,120
14,22,3,1,120
14,18,5,2,134
14,2,1,1,90
12,7,6,3,142
12,21,2,2,73
9,0,3,1,150
10,20,6,3,80
13,8,0,3,77
7,20,2,3,141
15,23,1,1,107
0,18,1,2,53
6,1,6,2,136
13,22,3,1,82
5,21,6,2,139
6,6,2,3,121
7,21,0,2,149
11,22,6,3,103
7,13,5,3,128
8,23,6,2,147
1,15,5,2,72
11,20,3,2,78
8,7,2,1,149
15,22,3,1,93
14,9,3,3,73
7,21,0,2,117
14,13,6,1,50
5,20,6,1,96
0,1,3,3,81
10,9,6,2,137
3,13,1,3,60
12,15,0,2,67
3,7,4,3,79
12,11,6,2,116
14,16,5,2,118
2,6,4,1,71
4,11,5,3,50
5,12,2,2,61
3,11,3,3,102
13,15,2,2,148
9,12,5,2,126
9,15,3,3,146
15,10,0,1,144
10,1,1,3,117
8,19,1,1,128
4,19,6,3,92
6,16,3,2,68
5,7,4,3,53
3,10,3,3,79
4,3,1,2,103
14,18,5,1,55
1,1,0,2,93
15,15,3,2,144
13,19,6,2,71
5,17,6,1,87
1,15,5,2,143
10,3,5,1,127
8,5,1,1,99
2,21,6,3,72
0,21,6,1,103
9,14,1,1,75
13,16,4,1,137
12,21,5,2,106
14,2,3,2,76
1,7,0,1,88
15,17,6,3,99
14,20,4,3,141
15,7,6,2,116
11,14,4,3,99
2,15,6,1,81
4,0,1,3,92
14,14,1,1,138
15,10,3,1,98
4,0,4,1,145
14,0,5,3,139
5,23,0,1,61
1,22,4,2,92
4,8,6,1,82
11,2,5,3,133
4,8,0,3,136
9,6,3,2,114
10,6,3,1,99
3,17,6,1,73
11,9,2,3,82
3,4,5,1,50
1,19,2,3,50
9,2,1,1,79
7,7,5,3,66
7,1,6,2,143
12,21,0,3,120
4,2,6,1,117
0,0,2,1,142
10,0,3,1,55
15,7,5,3,111
14,23,2,1,74
15,1,1,1,116
12,0,0,1,93
12,0,3,1,64
13,8,4,1,89
0,17,4,2,130
1,15,0,1,108
12,20,5,2,78
9,3,1,2,137
14,22,5,3,129
11,6,5,1,137
15,13,3,2,87
11,10,0,1,53
3,22,4,1,147
11,15,3,2,138
6,2,3,3,69
3,1,1,1,97
8,20,2,3,108
0,4,5,2,143
1,8,0,3,135
5,5,1,1,115
15,19,0,3,100
4,17,5,1,136
15,10,1,3,107
11,7,0,3,77
11,8,3,1,122
3,15,5,3,70
4,3,0,2,55
6,1,6,3,86
14,12,3,1,91
8,18,1,2,140
6,14,1,3,67
9,7,5,3,81
15,22,6,3,148
14,3,3,1,120
15,22,2,2,53
13,11,4,2,58
4,10,2,3,60
1,17,5,2,142
7,14,0,1,91
13,10,4,3,143
11,21,5,1,128
7,8,1,2,127
7,10,6,2,61
7,23,0,2,56
7,14,2,1,141
5,19,4,1,92
2,7,5,3,140
5,23,3,3,120
13,13,3,2,147
1,21,5,3,77
11,23,2,3,104
13,18,6,1,67
15,0,5,2,147
5,4,2,2,95
7,22,1,3,84
0,15,0,2,133
8,9,0,1,136
6,7,4,2,82
9,17,3,2,146
6,17,4,2,138
7,10,5,3,95
5,17,4,1,88
7,15,3,3,144
3,18,0,1,55
14,23,0,2,97
15,18,2,2,131
2,23,2,2,102
10,9,2,2,82
11,4,1,3,117
4,18,3,2,95
3,19,6,3,123
14,12,2,3,125
13,19,1,2,149
12,1,2,3,143
15,22,5,3,144
0,11,0,3,70
7,12,6,1,52
7,9,1,2,140
3,5,2,3,127
7,17,3,1,101
14,14,3,2,81
14,8,6,2,83
9,2,0,2,69
13,21,3,2,61
13,23,6,2,124
5,10,6,1,64
8,11,3,2,102
13,2,0,2,112
